Test Case ID,DateTime,Duration (sec),Input Address,Actual Returned Address,Latitude,Longitude,PCode,Result Format OK?,Missing Fields,Error Type (if any),Exception/Traceback,Test Outcome,Notes,
TC_0052,8/8/2025 18:34,0.008,ကျုံပျော်အော်တိုအိတ်ချိန်းဝင်း၊ ဗိုလ်ချုပ်လမ်း၊ အောင်ဆန်းရပ်ကွက် ၊ ကျုံပျော်မြို့,အောင်ဆန်းရပ်ကွက်၊ ကျုံပျော်၊ ကျုံပျော်၊ ပုသိမ်ခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,17.2986209,95.1940511,MMR017005701504,All fields present,None,No error,,Sanity check: Pass,,
TC_0053,8/8/2025 18:34,0.01,လပွတ္တာအော်တိုအိတ်ချိန်းဝင်း၊ ဗိုလ်တဲလမ်း၊ (၄)ရပ်ကွက်၊ လပွတ္တာမြို့,အမှတ် (၄) ရပ်ကွက်၊ လပွတ္တာ (၃) မိုင်၊ လပွတ္တာ၊ လပွတ္တာခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.2013574,94.7792519,MMR017016703504,All fields present,None,No error,,Sanity check: Pass,,
TC_0054,8/8/2025 18:34,0.009,အင်္ဂပူအော်တိုအိတ်ချိန်းဝင်း၊ နန္ဒဝန်လမ်း၊ (၁)ရပ်ကွက်၊ အင်္ဂပူမြို့,(၁) ရပ်ကွက်၊ အင်္ဂပူ၊ အင်္ဂပူ၊ ဟင်္သာတခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,17.8142035,95.2710558,MMR017013701501,All fields present,None,No error,,Sanity check: Pass,,
TC_0055,8/8/2025 18:34,0.008,ဝါးခယ်မအော်တိုအိတ်ချိန်းဝင်း၊ ကမ်းနားလမ်း၊ မင်းပိုင်းရပ်ကွက်၊ ဝါးခယ်မမြို့,မင်းပိုင်းရပ်ကွက်၊ ဝါးခယ်မ၊ ဝါးခယ်မ၊ မြောင်းမြခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.6032044,95.177098,MMR017017701513,All fields present,None,No error,,Sanity check: Pass,,
TC_0056,8/8/2025 18:34,0.06,အမှတ်(၁၆)၊ လယ်သမားရပ်ကွက်၊ ဗိုလ်ချုပ်လမ်း၊ ဟင်္သာတမြို့,ဟင်္သာတ၊ ဟင်္သာတခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,17.6565075,95.4367629,MMR017008701,All fields present,None,No error,,Sanity check: Pass,,
TC_0057,8/8/2025 18:34,0.043,အမှတ်၂၁၀၊၅ရပ်ကွက်၊ဘုရားလမ်း၊လပွတ္တာ၊ဧရာဝတီ၊မြန်မာ၊,အမှတ် (၅) ရပ်ကွက်၊ ဘိုကလေး၊ ဘိုကလေး၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.2864333,95.4018087,MMR017024701505,All fields present,None,No error,,Sanity check: Pass,,
TC_0058,8/8/2025 18:34,0.01,အမှတ်(၁၉)၊ (၇)လမ်း၊ ဦးဆန္ဒလမ်း၊ ၃ ရပ်ကွက်၊ ကျိုက်လတ်မြို့,အမှတ် (၃) ရပ်ကွက်၊ ကျိုက်လတ်၊ ကျိုက်လတ်၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.4445986,95.7275643,MMR017025701503,All fields present,None,No error,,Sanity check: Pass,,
TC_0059,8/8/2025 18:34,0.074,အမှတ် ၃၃၃ ၊ ၁၃ လမ်း ၊ ၅ ရပ်ကွက် ၊ မော်ကျွန်းမြို့,,,,,Invalid or empty result,"address, lat, log, pcode",Crash,"HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Max retries exceeded with url: /search?q=%E1%80%A1%E1%80%99%E1%80%BE%E1%80%90%E1%80%BA+%E1%81%83%E1%81%83%E1%81%83+%E1%81%8A+%E1%81%81%E1%81%83+%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8+%E1%81%8A+%E1%81%85+%E1%80%9B%E1%80%95%E1%80%BA%E1%80%80%E1%80%BD%E1%80%80%E1%80%BA+%E1%81%8A+%E1%80%99%E1%80%B1%E1%80%AC%E1%80%BA%E1%80%80%E1%80%BB%E1%80%BD%E1%80%94%E1%80%BA%E1%80%B8%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7&format=json&addressdetails=1&limit=1 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002DF78609130>: Failed to resolve 'nominatim.openstreetmap.org' ([Errno 11001] getaddrinfo failed)""))",Fail,,
TC_0060,8/8/2025 18:34,0.012,အမှတ် (၂၀) ၊ဗိုလ်ချုပ်လမ်းမကြီး၊ ရုံးကြီး ၁၅ လမ်း နှင့် ရုံးကြီး ၁၆ လမ်းကြား၊ဒေးဒရဲမြို့,အမှတ် (၁) ရပ်ကွက်၊ ဒေးဒရဲ၊ ဒေးဒရဲ၊ ဖျာပုံခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,16.4084134,95.8855146,MMR017026701,All fields present,None,No error,,Sanity check: Pass,,
TC_0061,8/8/2025 18:34,0.023,မြန်မာ့ဆက်သွယ်ရေးလုပ်ငန်း၊ တိုင်းဒေသကြီးမန်နေဂျာရုံးဝင်း၊ရန်ကုန်-မန္တလေးလမ်း၊ နာရီစင်အနီး၊ ပဲခူးမြို့,ဗိုလ်ကုန်းရပ်ကွက်၊ ပဲခူး၊ ပဲခူး၊ ပဲခူးခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.3312802,96.0679194,MMR007001701,All fields present,None,No error,,Sanity check: Pass,,
TC_0062,8/8/2025 18:34,0.015,တောင်ငူအော်တိုအိတ်ချိန်းဝင်း၊ ရန်ကုန်-မန္တလေးအဝေးပြေးလမ်း၊ တောင်ငူမြို့,ခြင်္သေ့ဦးရပ်ကွက်၊ တောင်ငူ၊ တောင်ငူ၊ တောင်ငူခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.9398354,96.4343621,MMR007009701,All fields present,None,No error,,Sanity check: Pass,,
TC_0063,8/8/2025 18:34,0.009,ဒိုက်ဦးအော်တိုအိတ်ချိန်းဝင်း၊ မင်းလမ်း၊ ဒရယ်မီးရပ်ကွက်၊ ဒိုက်ဦးမြို့,ဒရယ်မီးရပ်ကွက်၊ ဒိုက်ဦး၊ ဒိုက်ဦး၊ ပဲခူးခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),17.8024574,96.6731676,MMR007007701508,All fields present,None,No error,,Sanity check: Pass,,
TC_0064,8/8/2025 18:34,0.064,​ညောင်လေးပင်အော်တိုအိတ်ချိန်းဝင်း၊ စာတိုက်လမ်း၊ မြို့မ(၃)ရပ်ကွက်၊ ညောင်လေးပင်မြို့,ညောင်လေးပင်၊ ပဲခူးခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),17.9425684,96.7195175,MMR007005701,All fields present,None,No error,,Sanity check: Pass,,
TC_0065,8/8/2025 18:34,0.063,ဖြူးအော်တိုအိတ်ချိန်း၀င်း၊ ပဲခူးလမ်း၊ တာခြားရပ်၊ ဖြူးအရှေ့ပိုင်း ၊ ဖြူးမြို့,ဖြူး၊ တောင်ငူခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.4816259,96.4370254,MMR007012701,All fields present,None,No error,,Sanity check: Pass,,
TC_0066,8/8/2025 18:34,0.009,ပြည်ဆက်သွယ်ရေးဝင်း၊ ရန်ကုန်-ပြည်လမ်း၊ ဆင်စုရပ်ကွက်၊ ပြည်မြို့,ဆင်စုရပ်ကွက်၊ ပြည်၊ ပြည်၊ ပြည်ခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အနောက်),18.8406029,95.2579968,MMR008001701505,All fields present,None,No error,,Sanity check: Pass,,
TC_0067,8/8/2025 18:34,0.063,မင်းလှအော်တိုအိတ်ချိန်းဝင်း၊ အမှတ်(၇)ရပ်ကွက်၊ ဗိုလ်ရုံတန်းလမ်း၊ မင်းလှမြို့,မင်းလှ၊ သာယာဝတီခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အနောက်),17.9790963,95.7062924,MMR008009701,All fields present,None,No error,,Sanity check: Pass,,
TC_0068,8/8/2025 18:34,0.009,လက်ပံတန်းအော်တိုအိတ်ချိန်းဝင်း၊ အမှတ်(၂)လမ်း၊ မင်းရပ်ရပ်ကွက်၊ လက်ပံတန်းမြို့,မင်းရပ် ရပ်ကွက်၊ လက်ပံတန်း၊ လက်ပံတန်း၊ သာယာဝတီခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အနောက်),17.7917146,95.7563151,MMR008008701502,All fields present,None,No error,,Sanity check: Pass,,
TC_0069,8/8/2025 18:34,0.065,ပေါက်ခေါင်းအော်တိုအိတ်ချိန်းဝင်း၊ ပြည်-တောင်ငူလမ်း၊ အမှတ်(၅)ရပ်ကွက်၊ ပေါက်ခေါင်းမြို့,အမှတ် (၁) ရပ်ကွက်၊ ပေါက်ခေါင်း၊ ပြည်ခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အနောက်),18.9106165,95.5499156,MMR008002701501,All fields present,None,No error,,Sanity check: Pass,,
TC_0070,8/8/2025 18:34,0.01,သာယာ၀တီမိုက္ကရိုဝင်း၊ သာယာဝတီမြို့,အလယ်ပိုင်းရပ်ကွက်၊ သာယာဝတီ၊ သာယာဝတီ၊ သာယာဝတီခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အနောက်),17.6495376,95.7773898,MMR008007701,All fields present,None,No error,,Sanity check: Pass,,
TC_0071,8/8/2025 18:34,0.011,အမှတ် ၂၇၊ ဗိုလ်​ချုပ်​လမ်း၊ ရွာဘဲ​ရပ်ကွက်၊ ပြည်​နယ်​၊ ပဲခူး (အ​နောက်​ပိုင်း)၊,ပန်းဘဲတန်းရပ်ကွက်၊ ဟင်္သာတ၊ ဟင်္သာတ၊ ဟင်္သာတခရိုင်၊ ဧရာဝတီတိုင်းဒေသကြီး,17.6469953,95.4515725,MMR017008701515,All fields present,None,No error,,Sanity check: Pass,,
TC_0072,8/8/2025 18:34,0.011,အမှတ်(၁၃၂)၊ ဗိုလ်ချုပ်လမ်း၊ သုံးဆယ်မြို့,အလယ်ကုန်းရပ်ကွက်၊ သုံးဆယ်၊ သာယာဝတီ၊ သာယာဝတီခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အနောက်),17.6278062,95.7872314,MMR008007702,All fields present,None,No error,,Sanity check: Pass,,
TC_0073,8/8/2025 18:34,0.01,ဘူတာရုံလမ်း၊ ဒိုက်ဦးမြို့,ဒရယ်မီးရပ်ကွက်၊ ဒိုက်ဦး၊ ဒိုက်ဦး၊ ပဲခူးခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),17.8024574,96.6731676,MMR007007701,All fields present,None,No error,,Sanity check: Pass,,
TC_0074,8/8/2025 18:34,0.011,အမှတ်(၁၅) ဘုရားလမ်း ၊ ညောင်လေးပင် ၊ စီဘီဘဏ်အနီး၊ ညောင်လေးပင်မြို့,မြို့မရပ်ကွက်အမှတ် (၁)၊ ညောင်လေးပင်၊ ညောင်လေးပင်၊ ပဲခူးခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),17.9425684,96.7195175,MMR007005701,All fields present,None,No error,,Sanity check: Pass,,
TC_0075,8/8/2025 18:34,0.012,အမှတ်(၁၂၄)၊ ဗိုလ်မှူးဖိုးကွန်းလမ်း၊ (၇)လမ်း၊ တောင်ငူမြို့,ခြင်္သေ့ဦးရပ်ကွက်၊ တောင်ငူ၊ တောင်ငူ၊ တောင်ငူခရိုင်၊ ပဲခူးတိုင်းဒေသကြီး (အရှေ့),18.9398354,96.4343621,MMR007009701,All fields present,None,No error,,Sanity check: Pass,,
TC_0076,8/8/2025 18:34,0.063,ဘားအံအိတ်ချိန်းဝန်ထမ်းအိမ်ရာရှေ့၊ ဆေးရုံလမ်း၊ အမှတ်(၁)ရပ်ကွက်၊ ဘားအံမြို့,ဘားအံ၊ ဘားအံခရိုင်၊ ကရင်ပြည်နယ်,16.875913,97.6439611,MMR003001701,All fields present,None,No error,,Sanity check: Pass,,
TC_0077,8/8/2025 18:34,0.064,ကော့ကရိတ်အော်တိုအိတ်ချိန်းဝင်း၊ ပန်းခြံလမ်း၊ အမှတ်(၃)ရပ်ကွက်၊ ကော့ကရိတ်မြို့,ကော့ကရိတ်၊ ကော့ကရိတ်ခရိုင်၊ ကရင်ပြည်နယ်,16.5573782,98.2404397,MMR003006701,All fields present,None,No error,,Sanity check: Pass,,
TC_0078,8/8/2025 18:34,0.013,ရပ်ကွက် ၁၊ကျောက်တိုင်ကုန်းလမ်း၊  မြန်မာ့ဆက်သွယ်ရေးအိတ်ချိန်းရုံး ၊  ကြာအင်းဆိပ်ကြီးမြို့နယ်။,အမှတ် (၁) ရပ်ကွက်၊ ဘုရားသုံးဆူ၊ ကြာအင်းဆိပ်ကြီး၊ ကော့ကရိတ်ခရိုင်၊ ကရင်ပြည်နယ်,15.3138585,98.3800516,MMR003007702501,All fields present,None,No error,,Sanity check: Pass,,
TC_0079,8/8/2025 18:34,0.064,အိတ်ချိန်းရုံးဝင်း ၊ နတ်ရှင်နောင်လမ်း၊ (၄)ရပ်ကွက်၊ မြ၀တီမြို့,မြဝတီ၊ မြဝတီခရိုင်၊ ကရင်ပြည်နယ်,16.6842708,98.5007116,MMR003005701,All fields present,None,No error,,Sanity check: Pass,,
TC_0080,8/8/2025 18:34,0.01,အမှတ်(၈၇)၊ ကုန်သည်လမ်း၊ (ဃ)ရပ်ကွက် ၊ လှိုင်းဘွဲ့မြို့,(ဃ) ရပ်ကွက်၊ လှိုင်းဘွဲ့၊ လှိုင်းဘွဲ့၊ ဘားအံခရိုင်၊ ကရင်ပြည်နယ်,17.1229611,97.8164006,MMR003002701504,All fields present,None,No error,,Sanity check: Pass,,
TC_0081,8/8/2025 18:34,0.065,မြန်မာ့ဆက်သွယ်ရေးလုပ်ငန်း၊ ပြည်နယ်မန်နေဂျာရုံးဝင်း၊ စျေး(၁)ရပ်ကွက်၊ မတူပီလမ်း ၊ ဟားခါးမြို့,ဟားခါး၊ ဟားခါးခရိုင်၊ ချင်းပြည်နယ်,22.6368317,93.6026561,MMR004002701,All fields present,None,No error,,Sanity check: Pass,,
TC_0082,8/8/2025 18:34,0.009,မြန်မာ့ဆက်သွယ်ရေးလုပ်ငန်း၊ ပြည်နယ်မန်နေဂျာရုံးဝင်း၊ သစ်တောရုံးရှေ့၊ ဆမားလမ်းနှင့် ဇော်ဂျုံးလမ်းထောင့်၊ ဧရာရပ်ကွက်၊ မြစ်ကြီးနားမြို့,ဧရာရပ်ကွက်၊ မြစ်ကြီးနား၊ မြစ်ကြီးနား၊ မြစ်ကြီးနားခရိုင်၊ ကချင်ပြည်နယ်,25.3867687,97.3939224,MMR001001701501,All fields present,None,No error,,Sanity check: Pass,,
TC_0083,8/8/2025 18:34,0.063,ဖားကန့်အိတ်ချိန်းဝင်း၊ မှော်ဝင်းရပ်ကွက်၊ မြို့မရဲစခန်းအနီး ၊ ဖားကန့်မြို့,ဖားကန့်၊ မိုးညှင်းခရိုင်၊ ကချင်ပြည်နယ်,25.6162172,96.2960283,MMR001009701,All fields present,None,No error,,Sanity check: Pass,,
TC_0084,8/8/2025 18:34,0.064,တနိုင်းအိတ်ချိန်းဝင်း၊ လီဒိုဟိုင်းဝေးလမ်းဘေး၊ ​​ကင်ဆားရာရပ်ကွက်၊ တနိုင်းမြို့,ကင်ဆားရပ်ကွက်၊ တနိုင်း၊ မြစ်ကြီးနားခရိုင်၊ ကချင်ပြည်နယ်,26.3559704,96.7225182,MMR001004701504,All fields present,None,No error,,Sanity check: Pass,,
TC_0085,8/8/2025 18:34,0.013,ဗန်းမော်မိုက္ကရိုဝင်း ၊ ဗန်းမော်မြို့,အလည်ရပ် ရပ်ကွက်၊ ဗန်းမော်၊ ဗန်းမော်၊ ဗန်းမော်ခရိုင်၊ ကချင်ပြည်နယ်,24.2629574,97.2383178,MMR001010701,All fields present,None,No error,,Sanity check: Pass,,
TC_0086,8/8/2025 18:34,0.068,အမှတ်(၃)ရပ်ကွက်၊ နဝဒေးလမ်း၊ ရွှေဂူမြို့,အမှတ် (၁) ရပ်ကွက်၊ ရွှေကူ၊ ဗန်းမော်ခရိုင်၊ ကချင်ပြည်နယ်,24.2132737,96.7761686,MMR001011701501,All fields present,None,No error,,Sanity check: Pass,,
TC_0087,8/8/2025 18:34,0.01,တရုတ်ဘုံကျောင်းအနီး၊ ပြည်ထောင်စုလမ်း၊ နာကာကွာတား၊ မိုးညှင်းမြို့,အရှေ့စုရပ်ကွက်၊ မိုးညှင်း၊ မိုးညှင်း၊ မိုးညှင်းခရိုင်၊ ကချင်ပြည်နယ်,24.7753065,96.3598367,MMR001007701,All fields present,None,No error,,Sanity check: Pass,,
TC_0088,8/8/2025 18:34,0.061,တိုင်းဒေသကြီးမန်နေဂျာရုံးဝင်း၊ အထက(၁)လမ်းနှင့် ဆေးရုံလမ်းထောင့်၊ စိုးကျော်မင်းရပ်ကွက်၊ မကွေးမြို့,မကွေး၊ မကွေးခရိုင်၊ မကွေးတိုင်းဒေသကြီး,20.1418831,94.9511442,MMR009001701,All fields present,None,No error,,Sanity check: Pass,,
TC_0089,8/8/2025 18:34,0.077,တောင်တွင်းကြီးအိတ်ချိန်းဝင်း၊ ရုံးကြီးလမ်း ၊ တောင်ပြင်(၂)ရပ်ကွက် ၊ တောင်တွင်းကြီးမြို့,တောင်တွင်းကြီး၊ မကွေးခရိုင်၊ မကွေးတိုင်းဒေသကြီး,20.0000983,95.5459787,MMR009004701,All fields present,None,No error,,Sanity check: Pass,,
